user_id,timestamp,event_type,duration_seconds,date,duration_minutes,weekday
u0041,2026-04-29 18:36:36,login,73,2026-04-29,1.2166666666666666,Wednesday
u0016,2026-04-06 01:45:46,click,234,2026-04-06,3.9,Monday
u0006,2026-01-15 13:28:04,login,5,2026-01-15,0.08333333333333333,Thursday
u0001,2026-04-20 16:48:17,login,63,2026-04-20,1.05,Monday
u0064,2026-01-07 08:21:32,click,125,2026-01-07,2.0833333333333335,Wednesday
u0162,2026-01-05 06:43:37,login,96,2026-01-05,1.6,Monday
u0079,2026-04-25 12:31:02,click,38,2026-04-25,0.6333333333333333,Saturday
u0146,2026-01-15 02:16:29,purchase,22,2026-01-15,0.36666666666666664,Thursday
u0025,2026-03-08 16:53:11,purchase,14,2026-03-08,0.23333333333333334,Sunday
u0176,2026-04-22 05:11:53,click,25,2026-04-22,0.4166666666666667,Wednesday
u0081,2026-02-02 21:49:45,login,170,2026-02-02,2.8333333333333335,Monday
u0095,2026-02-03 13:19:52,purchase,14,2026-02-03,0.23333333333333334,Tuesday
u0069,2026-04-05 03:14:17,click,52,2026-04-05,0.8666666666666667,Sunday
u0183,2026-03-06 00:26:02,login,17,2026-03-06,0.2833333333333333,Friday
u0103,2026-04-05 14:26:44,purchase,80,2026-04-05,1.3333333333333333,Sunday
u0136,2026-02-06 21:11:58,view,33,2026-02-06,0.55,Friday
u0189,2026-04-09 11:57:31,login,65,2026-04-09,1.0833333333333333,Thursday
u0047,2026-01-22 12:03:46,purchase,20,2026-01-22,0.3333333333333333,Thursday
u0133,2026-04-28 03:41:38,click,25,2026-04-28,0.4166666666666667,Tuesday
u0064,2026-03-26 06:59:24,purchase,187,2026-03-26,3.1166666666666667,Thursday
u0067,2026-04-09 18:21:54,purchase,149,2026-04-09,2.4833333333333334,Thursday
u0060,2026-03-03 19:15:42,view,224,2026-03-03,3.7333333333333334,Tuesday
u0058,2026-02-12 20:29:22,view,120,2026-02-12,2.0,Thursday
u0059,2026-04-29 04:03:53,view,163,2026-04-29,2.716666666666667,Wednesday
u0164,2026-04-03 09:57:01,purchase,72,2026-04-03,1.2,Friday
u0071,2026-03-16 08:45:29,click,18,2026-03-16,0.3,Monday
u0190,2026-02-08 20:37:30,login,144,2026-02-08,2.4,Sunday
u0174,2026-03-18 19:00:03,login,589,2026-03-18,9.816666666666666,Wednesday
u0179,2026-04-14 11:05:40,click,76,2026-04-14,1.2666666666666666,Tuesday
u0045,2026-03-04 11:02:57,click,33,2026-03-04,0.55,Wednesday
u0092,2026-03-02 08:35:31,view,25,2026-03-02,0.4166666666666667,Monday
u0047,2026-01-24 01:11:18,click,14,2026-01-24,0.23333333333333334,Saturday
u0028,2026-03-29 19:53:03,view,203,2026-03-29,3.3833333333333333,Sunday
u0114,2026-02-01 14:00:54,click,14,2026-02-01,0.23333333333333334,Sunday
u0033,2026-01-03 08:33:43,purchase,322,2026-01-03,5.366666666666666,Saturday
u0079,2026-03-03 14:21:03,view,74,2026-03-03,1.2333333333333334,Tuesday
u0013,2026-04-26 00:08:10,purchase,31,2026-04-26,0.5166666666666667,Sunday
u0045,2026-02-08 10:38:21,purchase,70,2026-02-08,1.1666666666666667,Sunday
u0146,2026-04-15 07:31:40,click,134,2026-04-15,2.2333333333333334,Wednesday
u0034,2026-03-20 17:39:45,login,81,2026-03-20,1.35,Friday
u0145,2026-01-30 04:54:12,login,55,2026-01-30,0.9166666666666666,Friday
u0038,2026-04-04 01:43:47,purchase,39,2026-04-04,0.65,Saturday
u0104,2026-02-13 06:46:05,purchase,103,2026-02-13,1.7166666666666666,Friday
u0126,2026-01-02 15:45:09,purchase,34,2026-01-02,0.5666666666666667,Friday
u0158,2026-02-22 13:15:01,purchase,54,2026-02-22,0.9,Sunday
u0151,2026-04-02 21:18:38,click,78,2026-04-02,1.3,Thursday
u0116,2026-03-29 19:23:16,login,42,2026-03-29,0.7,Sunday
u0061,2026-04-15 20:17:21,purchase,183,2026-04-15,3.05,Wednesday
u0060,2026-04-22 09:05:15,click,77,2026-04-22,1.2833333333333334,Wednesday
u0196,2026-04-17 18:35:19,login,91,2026-04-17,1.5166666666666666,Friday
u0004,2026-03-01 00:27:52,purchase,43,2026-03-01,0.7166666666666667,Sunday
u0046,2026-04-21 16:12:13,click,39,2026-04-21,0.65,Tuesday
u0190,2026-04-02 01:58:08,purchase,157,2026-04-02,2.6166666666666667,Thursday
u0007,2026-01-05 08:59:30,login,32,2026-01-05,0.5333333333333333,Monday
u0007,2026-04-30 08:03:06,login,10,2026-04-30,0.16666666666666666,Thursday
u0184,2026-03-04 06:20:18,purchase,98,2026-03-04,1.6333333333333333,Wednesday
u0011,2026-02-09 05:45:18,purchase,374,2026-02-09,6.233333333333333,Monday
u0199,2026-02-14 09:48:54,purchase,92,2026-02-14,1.5333333333333334,Saturday
u0144,2026-03-15 08:01:19,purchase,134,2026-03-15,2.2333333333333334,Sunday
u0047,2026-03-21 08:56:49,click,44,2026-03-21,0.7333333333333333,Saturday
u0037,2026-02-14 12:50:22,view,261,2026-02-14,4.35,Saturday
u0055,2026-03-31 22:30:11,purchase,26,2026-03-31,0.43333333333333335,Tuesday
u0119,2026-02-21 07:20:47,login,297,2026-02-21,4.95,Saturday
u0075,2026-03-10 20:10:59,view,64,2026-03-10,1.0666666666666667,Tuesday
u0151,2026-04-22 04:34:54,view,356,2026-04-22,5.933333333333334,Wednesday
u0183,2026-03-24 11:10:11,view,18,2026-03-24,0.3,Tuesday
u0200,2026-03-01 16:33:11,view,114,2026-03-01,1.9,Sunday
u0163,2026-03-25 12:05:27,purchase,37,2026-03-25,0.6166666666666667,Wednesday
u0100,2026-02-06 02:03:11,click,85,2026-02-06,1.4166666666666667,Friday
u0157,2026-02-13 06:11:09,view,197,2026-02-13,3.283333333333333,Friday
u0109,2026-03-13 20:54:52,click,76,2026-03-13,1.2666666666666666,Friday
u0192,2026-04-22 15:16:35,login,34,2026-04-22,0.5666666666666667,Wednesday
u0028,2026-01-18 11:01:12,purchase,85,2026-01-18,1.4166666666666667,Sunday
u0143,2026-01-12 05:34:35,view,170,2026-01-12,2.8333333333333335,Monday
u0056,2026-04-12 07:25:20,login,136,2026-04-12,2.2666666666666666,Sunday
u0192,2026-03-24 13:07:30,purchase,19,2026-03-24,0.31666666666666665,Tuesday
u0130,2026-04-28 12:32:20,view,74,2026-04-28,1.2333333333333334,Tuesday
u0072,2026-03-12 01:09:43,click,28,2026-03-12,0.4666666666666667,Thursday
u0158,2026-03-11 02:08:31,purchase,179,2026-03-11,2.9833333333333334,Wednesday
u0160,2026-01-13 19:39:33,click,167,2026-01-13,2.783333333333333,Tuesday
u0178,2026-01-21 04:15:50,click,64,2026-01-21,1.0666666666666667,Wednesday
u0023,2026-01-02 16:05:35,click,29,2026-01-02,0.48333333333333334,Friday
u0083,2026-04-15 15:10:20,view,9,2026-04-15,0.15,Wednesday
u0103,2026-02-21 14:31:54,login,63,2026-02-21,1.05,Saturday
u0009,2026-02-18 19:23:14,purchase,66,2026-02-18,1.1,Wednesday
u0170,2026-01-17 23:38:23,click,49,2026-01-17,0.8166666666666667,Saturday
u0188,2026-03-27 00:06:54,login,21,2026-03-27,0.35,Friday
u0179,2026-03-07 16:18:25,purchase,130,2026-03-07,2.1666666666666665,Saturday
u0093,2026-02-23 16:08:47,purchase,1059,2026-02-23,17.65,Monday
u0087,2026-04-01 04:54:41,login,32,2026-04-01,0.5333333333333333,Wednesday
u0025,2026-04-15 15:07:06,purchase,50,2026-04-15,0.8333333333333334,Wednesday
u0126,2026-03-21 20:01:47,purchase,160,2026-03-21,2.6666666666666665,Saturday
u0092,2026-04-03 16:37:42,login,9,2026-04-03,0.15,Friday
u0068,2026-04-07 00:17:39,purchase,132,2026-04-07,2.2,Tuesday
u0199,2026-04-01 18:44:42,click,57,2026-04-01,0.95,Wednesday
